question	label
糖化血红蛋白6.6算高吗	0
测血糖值在6.8是否是糖尿病的症状	0
糖尿病老人夜里尿多怎么回事	2
糖尿病能汗蒸吗	2
糖尿病可以喝青汁吗	3
贫血跟血糖高有什么区别	2
妊娠期糖尿病能吃芝士片吗	3
糖尿病患者为什么容易低血糖	2
大柿子糖尿病人能吃吗	3
糖尿病后背发热怎么办	1
糖尿病患者染头发过敏可以引起疱疹吗	5
糖尿病为什么容易并发结核	2
糖尿病人能吃什么	3
糖尿病人注射胰岛素的针眼发青是怎么回事	2
乔麦面糖尿病能吃么	3
熬夜对糖尿病有什么影响	3
糖尿病怎么引起的	2
妊娠糖尿病可以吃板栗吗	3
仁和胰糖宝真的能治好糖尿病吗	1
糖尿病患者为什么睡电热毯不会有影响呢	5
糖尿病人做子宫内膜癌手术后吃什么好	3
糖尿病患者冬季应该怎样注意饮食	3
糖尿病打胰岛素是否能吃海参	3
糖尿病喝茶叶水好吗	3
糖尿病患者出现头晕是怎么回事	2
糖尿病会引起疱疹吗	4
高血压糖尿病患者可以吃苹果荔枝吗	3
澳洲蜂胶糖尿病人能吃吗	1
二甲双胍60片要多少一盒？	5
查尿常规能查出糖尿病吗	0
糖尿病腿肿怎么消除	1
糖尿病会导致厌食吗	4
60岁糖尿病人会有性冲动吗	5
糖尿病会导致孕酮低吗	4
糖尿病患者是否可以用甘露醇注射液	1
血糖高15点多是糖尿病吗	0
吃苦瓜对糖尿病有用吗	3
糖尿病引发脚痛怎么治	1
饭后两小时血糖19.7吃什么药能降血糖	1
糖尿病会引起胃出血吗	4
糖尿病可以吃什么水果比较好	3
糖尿病脚部流水浮肿发黑是怎么回事	2
孕妇得了糖尿病的症状	0
得了糖尿病可以吃紫薯吗	3
糖尿病患者为什么多尿	2
糖尿病的人可以吃阿胶吗	3
糖尿病人吃豌豆尖吗	3
喝蜂蜜水会糖尿病吗	2
糖尿病病人如何降钠	5
醋蛋液能治疗高血压和糖尿病的吗	1
枫糖尿病严重吗能活多大	5
糖尿病患者为什么容易得结核病	2
糖尿病病人能喝玉米汁吗	3
糖尿病人感冒了血糖会升高吗	2
饭后2小时检测血糖为9.8正常吗？	0
糖尿病引起的不射精吃什么药	1
糖炒板栗糖尿病能吃吗	3
糖尿病人喝大麦茶好吗	3
糖尿病半夜血糖高怎么办	2
男人三十多岁患糖尿病能生孩子吗,	2
糖尿病吃什么药可以不注射胰岛素	1
糖尿病人瘦的很快怎么办	1
2型糖尿病病人吃什么药	1
高血压，糖尿病人能常吃阿司匹林肠溶片吗	1
糖尿病血压偏高可以吃右归丸吗	1
糖尿病人可服用深海鱼油	3
糖尿病下肢血管狭窄怎么治疗	1
槲皮素可以预防糖尿病吗	4
八珍汤糖尿病病人可以吃吗	3
糖尿病手会烂吗	4
糖尿病人能常喝苦瓜水吗	3
糖尿病人突然血糖升高怎么办	1
糖尿病人胸口疼怎么回事	2
糖尿病病人饭前忘记打胰岛素了怎么办	5
糖尿病人喝苦茶好吗	3
枫糖尿病能活多久	2
血糖高是否可以食用猕猴桃？	3
糖尿病吃糖会怎样	3
测尿能查出糖尿病吗	0
糖尿病患者早餐能喝牛奶吗	3
糖尿病并发症脚疼吗	4
糖尿病引起包茎外皮裂口的原因	2
糖尿病能吃沙棘吗	3
糖尿病患者出现眼花是什么征兆	0
请问糖尿病人能否吃稀饭	3
糖尿病患者可以吃羊肝吗	3
糖尿病患者口干怎么办	1
请问糖尿病人能吃虾吗	3
糖尿病为什么乳酸升高	2
糖尿病酮中毒多久恢复	2
糖尿病患者全身浮肿是怎么回事	2
糖尿病出现尿频尿急尿痛的原因	2
尿尿有泡沫就是糖尿病吗	0
糖尿病患者丧失性功能是怎么回事	2
帕金森病和糖尿病有关系吗	2
糖尿病的肌肝高怎么办	1
什么是胰岛素？	2
糖尿病人吃南瓜可以吗	3
宝宝每天吃水果会不会糖尿病	2
糖尿病人可以服用椰子油吗	3
糖尿病眼底水肿怎么治疗	1
糖尿病导致眼睛白内障看不见可以动手术吗	1
嘴唇发干发粘是糖尿病吗	0
糖尿病阳萎怎么治疗？	1
糖尿病胃轻瘫为什么反复发作	2
糖尿病病人可取钢板吗	5
糖尿病人能不能吃白果	3
糖尿病是不是会使皮肤变得干燥	2
初患糖尿病，吃药应注意哪些	1
糖尿病能不能引起静脉曲张	4
糖尿病足坏疽会传染吗	4
糖尿病眼病打针价格	5
怀孕期间如何做能预防患上妊娠糖尿病	4
糖尿病肾病饮食禁忌	3
偏瘦的糖尿病人吃什么降糖药好	1
饭后两小时血糖正常范围	0
2型糖尿病如何治疗	1
糖尿病哪个型号最严重	2
血糖高会导致什么后果	2
糖尿病脚疼如何缓解	1
糖尿病人可以吃生西红柿吗	3
糖尿病的尿是什么颜色	5
糖尿病患者易患哪些皮肤病	4
糖尿病患者舌头有气泡怎么回事	2
糖尿病可以吃丑橘吗	3
糖尿病人为什么要少泡热水澡	2
糖尿病会导致精神病吗	4
熬夜对糖尿病有影响吗	3
艾灸对糖尿病有好处吗	1
糖尿病不可以吃什么水果	3
糖尿病能吃烤红薯吗	3
糖尿病引起的念球菌阴道炎能治愈吗	1
糖尿病患者能吃玉米面杂面和粗粮吗	3
吃水果会得糖尿病吗	3
糖尿病的症状表现有哪些？	0
糖尿病孕妇可以吃苹果吗	3
糖尿病会不会引起胳膊疼腿疼	4
糖尿病每天能吃多少苦瓜	3
糖尿病患者如何预防应对低血糖	4
68男糖尿病脑梗等做前列腺手术有危险吗	1
脑梗糖尿病能吃鱼吗	3
糖尿病病人能不能吃肯德基汉堡	3
糖尿病人可以吃车厘子吗	3
高血压糖尿病是怎么形成的原因	2
糖尿病患者适合吃豆腐加米饭吗	3
糖尿病引起的高血压怎么能降下来	1
高血压糖尿病适合吃深海鱼油吗	1
糖尿病并发症肾衰竭还能活多久	4
糖尿病患者可以用蜂王浆吗	3
糖尿病足疼痛怎样缓解	1
糖尿病人老是拉肚子的原因及治疗建议	2
糖尿病患者尿频尿急可以治愈吗	1
柿子树叶是否治疗糖尿病	1
测血糖第一滴血准还是第二滴血准	2
肚子胀和糖尿病有关吗	0
糖尿病患者浑身疼痛是什么原因	2
糖尿病二型打胰岛素多年可以换口服药吗	1
糖尿病吃番石榴能降糖吗	3
糖尿病患者不能打破伤风的针吗	2
糖尿病能喝三七粉吗	3
糖尿病是不是控制好血糖就行	5
1型糖尿病可以做人工受孕吗	2
糖尿病吃什么止咳药	1
糖尿病的急性并发症有哪些	4
糖尿病患者啥不能吃	5
糖尿病患者被老鼠咬到会怎么样	5
鸡蛋糖尿病人能不能吃	3
糖尿病会影响下一代吗	4
糖尿病并发症对耳朵的影响	4
血糖10算不算高	0
得了非胰岛素依赖型糖尿病怎么办呢	1
糖尿病人冬季吃什么好	3
请问糖尿病人大便干燥怎么办	1
陈皮糖尿病人可以泡水喝吗	3
糖尿病腿浮肿，出现脚面发紫，睡眠不好	1
2型糖尿病能手术治疗吗	1
2型糖尿病怎么治	1
糖尿病尿毒症前期症状	0
爱吃甜的东西会否导致糖尿病	5
糖尿病为什么怕饿	2
糖尿病可以吃年糕吗	3
二型糖尿病人可吃花生吗	3
糖尿病患者发生呕吐、腹泻是什么原因	2
Ⅰ型糖尿病严重吗	2
糖尿病的脚痒是咋回事	2
糖尿病是否会引起偏瘫	4
产后糖尿病怎么办	1
二甲双胍缓释片怎么吃	1
彻底根治糖尿病的偏方	1
2型糖尿病血糖控制标准是多少	2
2型糖尿病能吃心得安药吗	1
饿了心慌手抖没力气是糖尿病吗	0
糖尿病运动治疗的原则	3
糖尿病为什么会酮症酸中毒	2
糖尿病人可以吃猪蹄吗	3
糖尿病会导致情绪暴躁吗	4
Ⅰ型和Ⅱ型糖尿病的区别	2
2型糖尿病血糖控制好就不会有病发症吗	4
糖尿病人精神不正常怎么回事	2
糖尿病人吃紫菜好吗	3
二型糖尿病人应吃什么药	1
糖尿病晚期到死的症状	0
糖尿病是否会影起不孕不育	4
吃灵芝对糖尿病有好处吗	3
尿糖高一定是糖尿病吗	0
糖尿病患者患有乳腺癌能治好吗	1
糖尿病人可以烫脚吗	3
糖尿病肾病能喝绿豆汤么	3
得了糖尿病，什么能吃，什么不能吃呢	3
嘴里有甜味是什么原因	2
糖尿病人会有幻觉吗	4
既低血糖又糖尿病怎么办	1
糖尿病腿肿是什么原因	2
糖尿病会经常渴吗	4
皮肤骚痒的糖尿病患者怎么治	1
吃什么中药治糖尿病	1
感觉小便有点发粘.这是不是糖尿病的前兆啊	0
血糖6.0算高吗要注意什么	0
糖尿病能吃什么海鱼吗	3
您好请问糖尿病是不是可以做手术	1
尿液粘到什么程度算是糖尿病	0
得了糖尿病不治疗会有什么后果	5
70岁老人什么情况易得糖尿病吗	0
2型糖尿病能吃玉米吗	3
怀孕糖尿病对胎儿有什么影响	5
糖尿病患者用咖啡灌肠有效吗	5
II型糖尿病血糖居高不下打胰岛素不管用	1
二型糖尿病能吃柚子吗	3
糖尿病患者冬季如何护肤	5
妊娠期糖尿病孕妇可以顺产吗	2
2型糖尿病能吃维生素吗	3
2型糖尿病偏瘦吃什么药降糖	1
糖尿病人喝酒会怎么样	3
检查尿常规能查出糖尿病吗	0
糖尿病引起的心脏衰竭肾功能不全怎么办	1
糖尿病人重感冒过后晚上出虚汗怎么办	1
血糖偏高可以吃红薯吗	3
糖尿病眼睛充血什么原因	2
白桦茸怎么吃治糖尿病	1
糖尿病患者出现尿酸过高的现象是怎么回事	2
大蒜泡酒能治糖尿病的吗	1
糖尿病会引起女性性功能障碍吗	4
糖尿病对牙齿有影响吗	5
糖尿病人可以割鸡眼吗	5
胰岛素3070什么意思	2
1型糖尿病人发烧能吃些什么药物	1
不爱吃甜食的人也会有糖尿病吗	2
糖尿病能吃槟榔吗	3
糖尿病吃降压药引起水肿怎么办	1
糖尿病人感冒，怎么吃药	1
糖尿病人高血压，头突然晕的原因是什么，	2
得了妊娠糖尿病能吃稀饭吗	3
长期吃青稞能治疗糖尿病吗	3
糖尿病能吃猪油吗	3
负氧离子治疗糖尿病有帮助吗	1
糖尿病人右胸部难受气紧，怎么办	1
高血压心肌梗塞糖尿病吃什么好	3
心衰合并糖尿病如何治疗	1
31岁糖尿病视力模糊能恢复么	2
餐后半小时血糖8.4正常吗	0
糖尿病人突然头晕天旋地转怎么办	1
出现什么症状才是糖尿病	0
肾炎会引起糖尿病吗	2
糖尿病人能吃消炎药吗	1
什么是属于空腹血糖呢	2
吃糖会得糖尿病吗	2
糖尿病并发便秘如何治疗	1
糖尿病会引起肝炎吗	4
糖尿病人可以吃海蜇吗	3
吃达美康治糖尿病应注意什么	1
糖尿病人能吃西红柿草莓吗	3
糖尿病人可以吃花生不	3
2型糖尿病可以潜水吗	2
糖尿病人可以喝复方甘草口服液吗	1
妊娠期糖尿病能吃南瓜吗	3
糖尿病会起夜次数多吗	4
餐后2小时血糖9.6正常吗	0
餐后两小时指尖血糖9.3是否正常	0
糖尿病人可以吃白木耳吗	3
糖尿病会引起脾气暴躁吗	4
糖尿病患者会引起手脚痒如何治	1
1型糖尿病人能整牙吗	2
产后4个月血糖没恢复,是糖尿病吗	0
茄子糖尿病人能吃吗	3
糖尿病人得了颈椎压迫神经恶心呕吐怎么办	1
糖尿病什么程度会烂脚	2
糖尿病人可以服用汤臣倍健钙镁片吗	1
糖尿病初期注射胰岛素强化治疗对吗	5
糖尿病人是否有燥热感	2
糖尿病人能吃辣木籽吗	3
阿胶含片对糖尿病能起到什么效果	3
妊娠期糖尿病可以吃这个补铁剂吗	3
车前草糖尿病人能吃吗	3
高血压糖尿病人能不能吃西洋参	3
糖尿病秋葵可以吃吗	3
血糖多少算正常呢	0
糖尿病患者能不能吃汤面	3
糖尿病人每天喝豆汁好吗	3
65岁糖尿病人血糖控制在多少	0
糖尿病病人缺钙应该怎么补才好	5
早期糖尿病注意事项	2
糖尿病患者容易缺乏叶酸吗	2
患有糖尿病的人能喝咖啡吗	3
白癜风并发哪种糖尿病	4
高血脂糖尿病脂肪肝该如何治疗	1
糖尿病想做手术治腰椎建盘突出，骨刺可以吗	1
糖尿病可以吃枣吗	3
糖尿病人不能吃高粱米吗	3
糖尿病会不会引起脚水肿	4
糖尿病人能吃大枣吗	3
多年糖尿病有什么影响	5
糖尿病眼皮浮肿怎么办	1
老年人糖尿病引起牙齿松动怎么办	1
吃什么有效控制糖尿病	1
妊娠期糖尿病可以吃鸡蛋吗	3
吃乌鸡蛋对糖尿病人有什么好处	3
糖尿病头疼有什么办法缓解吗	1
糖尿病会导致手脚发麻无力吗	4
高血压，糖尿病可以吃灵芝吗	3
血糖高的症状	0
糖尿病人为什么血脂老是高下不去	2
糖尿病十年现在脚跟麻手指尖麻怎么回事	2
糖尿病会不会引起脚趾头发黑	4
瘦的人容易得妊娠糖尿病吗	2
空腹血糖15有多危险？	0
年轻人空腹血糖5.4高吗	0
糖尿病初期引起视力模糊还能恢复吗	2
糖尿病会引起什么疾病	2
1型糖尿病有两种亚型	2
糖尿病为什么还会胖	2
糖尿病足干性坏疽疼吗	5
糖尿病人海带可以吃吗	3
糖尿病会导致牙齿萎缩怎么办	1
糖尿病造成的心血管疾病	1
糖尿病会瘫痪吗	4
餐后2小时血糖正常值范围是多少	0
糖尿病患者适合做换骨手术吗	1
糖尿病会引起全身肌肉疼吗	4
午餐前血糖正常值？	0
糖尿病患者可以尝试哪些饮食疗法	3
糖尿病患者吃魔芋有啥好处	3
1型糖尿病一定不能吃的东西	3
糖尿病人胳膊疼是怎么回事如何治疗	2
糖尿病患者为什么不能光子嫩肤	5
糖尿病出现微量蛋白尿怎么治疗	1
糖尿病人能否饮用花旗参茶	3
查血糖可以喝水吗	0
患糖尿病的人干重活，熬夜对病情好不好	3
糖尿病人长疖子要怎么样治疗	1
糖尿病能活多久？	5
糖尿病牙疼怎么办	1
糖尿病可以逆转吗	2
糖尿病引起的记性差经常会头痛怎么治疗	1
糖尿病患者能用贞芪扶正颗粒	1
宝宝出生八斤三两以后会得糖尿病吗	5
您好，糖尿病人能吃木糖醇食品吗	3
糖尿病为什么会经常拉肚子	2
吃得好会引起糖尿病吗	2
怎么治糖尿病	1
二甲双瓜治疗糖尿病效果怎么样	1
高龄妊娠糖尿病能顺产吗	2
糖尿病为什么会引起慢性肾衰	2
糖尿病三高的人可以吃南瓜吗	3
糖尿病心肌缺血应该怎么治	1
甲亢和糖尿病症状区别	2
糖尿病可以吃荞麦吗	3
糖尿病是不是肾病	2
玉米糖尿病人能吃吗	3
糖尿病伴有动脉硬化怎么办	1
大枣糖尿病人可以吃吗	3
糖尿病会脚部痒吗	4
糖尿病人冬天手凉什么原因	2
糖尿病人可不可以吃香蕉	3
糖尿病患者能吃菠萝么	3
糖尿病能吃甘露糖吗	3
2型糖尿病会遗传给孩子吗	2
检查糖尿病多少钱	5
糖尿病人可以把五谷豆浆当作主食吗	3
病毒性心肌炎糖尿病引起的	2
代谢紊乱的糖尿病可以手术治疗吗	1
血糖检测多少钱	5
餐后两小时8.59算不算糖尿病患者	0
糖尿病患者为什么要特别注意卫生	2
半年时间会得糖尿病吗	5
胰岛素最多能打几个单位	2
糖尿病肾病能吃蜂胶吗	3
大蜜丸对老年糖尿病患者影响有多大	1
58岁空腹血糖58餐后96是糖尿病吗	0
糖尿病腿神经病变的危害	2
糖尿病贫血人可以吃芪血颗粒吗	1
不能吃糖是否就是糖尿病	0
糖尿病可以吃燕窝吗	3
绿茶对糖尿病好吗	3
2型糖尿病并发症原因	4
2型糖尿病能吃糖吗	3
糖尿病会脾气差吗	4
糖尿病为什么夜里眼觉得很干	2
糖尿病可以给宝宝喝奶吗	2
适合糖尿病人吃的菜谱有哪些	3
糖尿病患者可以适当吃米粉吗	3
糖尿病脚疼怎么缓解	1
糖尿病会引起肺部疾病吗	4
糖尿病可以吃胡萝卜吗	3
糖尿病患者突然头晕恶心怎么回事	2
二型糖尿病患者能吃玉米吗	3
糖尿病肠道堵塞怎么办	1
糖尿病眼睛白内障怎么办	1
什么是二甲双胍缓释片？	2
糖尿病人能吃香椿芽吗	3
糖尿病病人能不能用激素	5
糖尿病为什么会外阴瘙痒	2
糖尿病有脚烂脚的症状吗	0
末梢血糖和静脉血糖哪个高	5
糖尿病孕妇一怀孕就要打胰岛素吗	1
糖尿病人耳朵疼怎么回事	2
糖尿病人大小便拉不出怎么办	1
桂圆核荔枝核木瓜籽是否可以治疗糖尿病	1
糖尿病人喉咙痛怎么办	1
糖尿病失明能换眼吗	1
糖尿病可以吃丝瓜吗	3
2型糖尿病男人可以生小孩吗	2
糖尿病胃轻瘫能吃什么	3
糖尿病患者缺乏什么维生素	1
请问糖尿病能吃梨子吗	3
糖尿病导致的眼睛出血看不清怎么办	1
患有糖尿病，小腿常抽筋是怎么回事	2
糖尿病人口臭如何治疗	1
糖尿病人能食用八仙果吗	3
糖尿病并发症腿疼不能走路	4
归元胶囊治糖尿病、高血压、心脏病吗	1
糖尿病人下肢急瘦是怎么回事呢	2
活力霜的能治糖尿病吗	1
糖尿病为什么凝血不好	2
吃菜葫芦和白矾能治疗糖尿病吗	1
糖尿病能种植牙齿吗	4
什么是糖尿病强化治疗	2
2型糖尿病肾病2期怎么治疗好	4
糖尿病引起下肢水肿的原因	2
老年糖尿病晚饭怎么吃	3
糖尿病病人可以吃核桃吗	3
糖尿病会引起甲亢吗	4
糖尿病能吃五谷杂粮米糊吗	3
茶清胶囊对糖尿病有用吗	1
糖尿病孕妇血糖应该控制在多少	0
葛根对糖尿病有帮助吗	3
胆结石会引发糖尿病吗	2
63岁老爷子，餐前血糖8.7是糖尿病吗	0
血糖高会不会引起头痛	4
肠梗阻胃下垂有糖尿病能手术吗	1
患上糖尿病是否能治好	1
糖尿病患者肾功能不好有什么症状	2
糖尿病胃酸倒流怎么治	1
糖尿病可以喝枸杞茶吗	3
54岁糖尿病人多久同房一次	5
糖尿病会引起口腔溃疡吗	4
血糖17.1是糖尿病吗	0
糖尿病和血糖高是一回事吗	2
艾灸能治好早期的糖尿病吗	1
I型糖尿病用细胞渗透修复疗法可以治好吗	1
宝宝爱吃糖会得糖尿病吗	0
糖尿病患者有冠心病吃什么降糖药不会影响	1
1型糖尿病用什么药治疗最好	1
糖尿病会引起尿崩吗	4
糖尿病神经末梢病变怎么治疗	1
检查血糖多少钱	5
糖尿病人可用长春宝丸吗	1
请问，糖尿病人能吃无花果吗	3
糖尿病属于内分泌科吗	5
糖尿病能吃鱼油吗	3
糖尿病人如何保护眼睛	1
糖尿病可以喝鱼腥草口服液吗	3
糖尿病患者适合晨跑还是晚跑	3
糖尿病患者能不能睡电热毯	5
糖尿病能止咳糖浆吗	1
糖尿病病人拔牙后感染了怎么办	1
糖尿病吃盐酸二甲双胍缓释片有副作用吗	1
糖尿病人患荨麻诊可以服用当归苦参丸吗	1
糖尿病人能吃蚕蛹吗	3
有糖尿病尿蛋白2个 严重嘛	0
糖尿病人会腰疼吗	4
2型糖尿病人为什么越来越瘦	2
爱出汗爱喝水血糖19.5可能是糖尿病吗	0
78岁有糖尿病能否做白内障手术	1
血糖空腹10.4有危险吗	0
得了糖尿病还可以生育吗	2
盐酸二甲双胍片副作用	1
糖尿病伴高血压吃什么降压药	1
糖尿病脚掉皮怎么回事	2
糖尿病并发症危险信号	4
高血压、脑梗、糖尿病能去新疆长途旅行吗	5
甲减会引起妊娠期糖尿病吗	2
安慕希糖尿病能喝吗	3
糖尿病引起皮肤瘙痒和皮疹怎么办	1
怎样治疗孕期糖尿病	1
糖尿病皮肤感染吃什么药	1
小孩糖尿病怎么回事	1
宝宝尿臭是糖尿病吗	0
糖尿病人不能吃大米吗	3
糖尿病能引起关节痛吗？	4
糖尿病人能不能吃核桃仁	3
产后糖尿病没控制好会怎么样	5
打胰岛素可以治疗糖尿病吗	1
糖尿病足患者截肢伤口能愈合吗	2
空腹血糖8.4严重吗	0
糖尿病人可以吃洋葱吗	3
糖尿病患者身上起红点发痒怎么回事	2
饭后两小时血糖正常值是多少？	0
糖尿病患者腰疼是什么原因	2
糖尿病患者有白内障能激光吗	1
糖尿病病人失眠怎么办	1
糖尿病可以吃鸡胗吗	3
糖尿病人应该怎么吃藜麦	3
常吃蜂蜜会不会得糖尿病	2
糖尿病喝咖啡可以吗	3
血糖检查需要空腹吗	0
糖尿病能吃草莓吗	3
糖耐量试验的正常值为多少？	0
糖尿病腿发软走不动路是怎么回事	2
糖尿病人可以吃燕麦片吗	3
血糖高能不能吃香蕉	3
2型糖尿病基因检测怎么做	0
拔云锭能治疗糖尿病并发症的眼疾吗	4
糖尿病引起的肝脓肿需要治疗多久	1
糖尿病性神经病吃什么水果	3
糖尿病脚痒是并发证吗	4
儿童糖尿病人可以打耳孔吗	2
糖尿病会引起脚底脱皮吗	4
糖尿病肌酐高是否会引起经常呕吐	2
糖尿病人胸痛怎么回事	2
糖尿病会不会引起心脏病	5
1型糖尿病能喝酒吗	3
糖尿病人做白内障手术有风险吗	1
儿童2型糖尿病的症状	0
糖尿病肾病需要住院吗	1
糖尿病会导致幻听吗	4
大小便失禁是糖尿病引起的吗	0
糖尿病人夜晚盗汗是怎么回事	2
彻底根除糖尿病的方法	1
糖尿病会引起关节变形么	4
糖尿病人可以吃黑糯玉米吗	3
吃了消渴丸对糖尿病的效果好吗	1
糖尿病阳痿怎么恢复	1
2型糖尿病人可以喝咖啡吗	3
你好糖尿病可以吃止咳糖浆吗	1
糖尿病可以吃栗子的吗	3
46岁得了糖尿病怎么办	1
糖尿病病人可以吃鱼吗	3
糖尿病人易得关节炎吗	4
老人有糖尿病能喝羊奶吗	3
打胰岛素的糖尿病人可以吃火龙果吗	3
保健品能治疗糖尿病吗	2
拔罐可以治疗高血压糖尿病吗	1
怀孕糖尿病遗传吗	2
蚕能治疗糖尿病么	1
糖尿病为什么会出现低血糖	2
糖尿病人脚烫了大水泡严重吗	1
i型糖尿病可以根治吗	2
糖尿病人能吃银耳红枣汤？	3
糖尿病是不是渐渐消瘦走向死亡	5
糖尿病能吃香椿和大蒜吗	3
糖尿病的病人要补钙吗	5
糖尿病患者是否可以用葡萄糖酸钙	1
糖尿病人皮肤会变黑吗	2
糖尿病会引起慢性腹泻吗	4
什么是二型糖尿病	2
糖尿病会皮肤过敏吗	4
30岁血糖高是糖尿病吗	0
i型糖尿病血糖很高能要宝宝吗	2
吃完治糖尿病的仁和肾康药后一直腹泻的原因	1
糖尿病会导致失明么	4
糖尿病能喝酒吗抽烟吗	3
糖尿病口臭怎么治疗	1
糖尿病会引起雌激素低吗	4
糖尿病能吃鸭子汤吗	3
轻微糖尿病可以吃什么水果	3
糖尿病会造成哪些眼部的并发症	4
糖尿病能不能做腹腔镜手术吗	1
糖尿病病人能吃辣椒吗	3
有糖尿病还有鼻炎能做手术吗	1
血糖高的人能吃香蕉吗	3
板栗含糖量高吗糖尿病人能吃吗	3
糖尿病人月经后能吃补药吗	2
2型糖尿病严重吗	2
糖尿病可以做人流吗	2
糖尿病病人早餐能不能吃无糖的燕麦片	3
糖尿病肾衰竭呕吐是几期	0
糖尿病人能吃维生素c吗	3
妊娠期糖尿病能喝葡萄糖酸锌钙吗	1
糖尿病人咳嗽能吃甘草片吗	1
糖尿病吃二甲双胍有什么副作用	1
糖尿病能引起脚臭吗	4
糖尿病能吃香菜吗	3
胰岛素价格表是怎样的？	5
糖尿病手指裂纹怎么办	1
糖尿病会引起疲劳吗	4
桑葚降血糖吗	3
得了糖尿病，视力模糊怎么办	1
糖尿病可以长期喝桑叶茶吗	3
糖尿病患者晚上是否能喝豆浆	3
糖尿病患者能吃鱼汤吗	3
糖尿病人可以喝可口可乐无糖的吗	3
糖尿病会导致脖子疼吗	4
糖尿病症状	0
糖尿病吃什么可以化痰	1
糖尿病人可以吃土鸡蛋吗	3
糖尿病人能服用桂附地黄丸吗	1
糖尿病人容易得胃石吗	4
糖尿病造成的缺钾症状	0
糖尿病患者如何食用菠萝最好	3
柿子叶泡茶喝治糖尿病吗	1
糖尿病会不会引起甲亢	4
糖尿病和高血压会遗传吗	2
得了二型糖尿病会得胰腺癌吗	5
妊娠期糖尿病能吃全麦面包吗	3
糖尿病人可以吃坚果吗	3
高血压糖尿病偶尔喝醉一次能猝死吗	5
54岁糖尿病男士精子会孕育吗	2
糖尿病病人可以吃火龙果吗	3
糖尿病会引起腰疼吗	4
糖尿病是多基因遗传病吗	2
妊娠糖尿病可以吃大米吗	3
糖尿病患者嗜睡正常吗	2
糖化血红蛋白7.0什么意思	2
运动后口里发甜什么原因	2
糖尿病人的烫伤伤口要怎样才能好	1
糖耐量检查多少钱	5
糖尿病眼睛并发症吃什么药	1
糖尿病吃二甲双胍好还是吃消渴丸好	1
糖尿病人晚上口渴怎么办	1
糖尿病病人能不能吃红薯	3
脖子脸肿是否糖尿病引起的呢	2
糖尿病能吃无花果吗请告诉一下	3
糖尿病人能能做穿刺吗	5
请问医生：糖尿病与性生活频繁有关系吗	2
2型糖尿病会怀孕吗	2
糖尿病会导致尿酸高吗	4
糖尿病玉米须可以喝吗	3
黑棘皮病是糖尿病的前兆么	0
得了糖尿病脚跟烂了怎么治疗	1
血糖高吃什么药降的快	1
糖尿病人可以做跳绳运动吗	3
糖尿病喝什么酒比较好	3
糖尿病肾病肾脏替代治疗方法有哪些	1
糖尿病患者心慌是怎么回事	2
到底怎样才能治疗糖尿病足	1
糖尿病人一直吃二甲双胍可以换吃消渴丸吗	1
初期糖尿病且有轻微血脂高能吃深海鱼油吗	3
请问糖尿病患者可以做试管婴儿吗	5
糖尿病人可以吃党参吗	3
空腹血糖6.5有危险吗	0
糖尿病会引起骨髓炎吗	4
糖尿病眼病能吃辣吗	3
糖尿病引发的白内障已经失明还能医治吗	1
2型糖尿病性胃轻瘫能活多久	5
糖尿病人可以吃板栗，菱角吗	3
糖尿病是低渗性脱水吗	2
糖尿病能喝豆浆吗	3
糖尿病人能不能吃烧鹅啊	3
糖尿病可以服用酵素吗	3
糖尿病胸口痛是什么原因引起的	2
糖尿病腿发硬发黑是哪不好了	0
糖尿病腿酸软无力怎么办	1
甲亢合并糖尿病怎么办	1
糖尿病会浑身发痒吗	4
糖尿病人浑身无力怎么调理	1
糖尿病会引起鼻癌吗	4
参茸三肾胶囊糖尿病人能吃吗	1
糖筛临界风险什么意思	2
糖尿病手足病能治好吗	1
糖尿病人可以吃荸荠吗	3
糖尿病患者日常能吃什么水果	3
冠心病糖尿病患者适合泡脚吗	2
糖尿病人腹胀腿肿输白蛋白会好吗	2
糖尿病空腹8.8算严重吗	0
84岁老妈有糖尿病，股骨头骨折怎么办	1
把肥减了是不是糖尿病也好了	3
老公糖尿病吃药对备孕有影响吗	2
74岁有心脏病、糖尿病能做白内障手术吗	1
糖尿病甲亢都有是不是要死	5
无糖蛋糕糖尿病能吃吗	3
糖尿病人吃蜂胶是不是很好	3
糖尿病人会容易疲劳吗	4
糖尿病会引起直肠癌吗	4
脖子后面有黑印是糖尿病的先兆吗	0
糖尿病引起的视网膜病变什么症状	0
糖尿病会引起骨头痛吗	4
1型糖尿病并发症症状	4
螺旋藻对治疗糖尿病有好处吗	3
哺乳期会得糖尿病吗	2
赤柏松治糖尿病有效吗	1
糖尿病会绝经吗	4
糖尿病人可以喝大麦茶吗	3
糖尿病偏侧舞蹈症治疗	1
糖尿病人服用螺旋藻有什么好处吗	3
糖尿病人能吃蜂密吗	3
胰岛素的价格是多少	5
2型糖尿病有哪些危害	2
糖尿病为什么会眼袋肿	2
糖尿病引发的脚底板疼痛的处理办法	1
糖尿病眼睑肿胀是什么原因	2
糖尿病会引起踝关节浮肿脚部没溃烂的情况	4
糖尿病会引起小腿肌肉疼痛吗	5
高血压糖尿病血塞可以喝酒吗	2
糖尿病人吃黑麦好还是燕麦好	3
餐后两小时血糖10.6正常吗	0
糖筛可以不做吗	0
